Gender,Age,Household Income,Education,Location (Census Region),count,llm_preference,llm_prior,llm_comma_care,llm_sentence_example,llm_data,llm_data_care,llm_grammar_importance
Female,45-60,"$0 - $24,999",Some college or Associate degree,East South Central,64621,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,> 60,"$25,000 - $49,999",High school degree,Mountain,132995,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Somewhat important
Male,18-29,"$25,000 - $49,999",Some college or Associate degree,South Atlantic,189479,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$50,000 - $99,999",High school degree,West North Central,172132,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$100,000 - $149,999",Some college or Associate degree,West South Central,303857,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$150,000+",Some college or Associate degree,East North Central,211430,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$150,000+",High school degree,West South Central,193277,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$150,000+",High school degree,South Atlantic,376469,"It's important for a person to be honest, kind, and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Male,30-44,"$150,000+",High school degree,Middle Atlantic,203153,"It's important for a person to be honest, kind, and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$25,000 - $49,999",Some college or Associate degree,East North Central,227570,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$50,000 - $99,999",High school degree,Pacific,308419,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$25,000 - $49,999",High school degree,West South Central,165841,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,18-29,"$150,000+",Bachelor degree,East South Central,47728,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$25,000 - $49,999",Bachelor degree,Middle Atlantic,47795,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$150,000+",Graduate degree,Mountain,123222,"It's important for a person to be honest, kind, and loyal.",Yes,A lot,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,A lot,Very important
Female,> 60,"$25,000 - $49,999",High school degree,Pacific,247473,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,18-29,"$100,000 - $149,999",Some college or Associate degree,West North Central,114938,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$50,000 - $99,999",High school degree,East North Central,436424,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$50,000 - $99,999",Graduate degree,East South Central,42308,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$50,000 - $99,999",High school degree,East South Central,153859,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,> 60,"$150,000+",Bachelor degree,Pacific,429769,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$50,000 - $99,999",Graduate degree,Middle Atlantic,190269,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$150,000+",Bachelor degree,New England,234917,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$100,000 - $149,999",High school degree,Pacific,209022,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,18-29,"$50,000 - $99,999",High school degree,East North Central,444249,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Female,> 60,"$100,000 - $149,999",High school degree,Pacific,206978,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$0 - $24,999",Less than high school degree,East South Central,102409,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Male,18-29,"$150,000+",Some college or Associate degree,Middle Atlantic,273068,"It's important for a person to be honest, kind, and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$100,000 - $149,999",Some college or Associate degree,East North Central,326382,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$100,000 - $149,999",High school degree,Middle Atlantic,237944,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,18-29,"$150,000+",Bachelor degree,Pacific,401340,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$25,000 - $49,999",High school degree,East North Central,185184,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Somewhat important
Male,30-44,"$50,000 - $99,999",High school degree,Middle Atlantic,340168,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,> 60,"$50,000 - $99,999",Some college or Associate degree,South Atlantic,678946,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Male,45-60,"$100,000 - $149,999",Less than high school degree,South Atlantic,128168,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Somewhat important
Female,45-60,"$100,000 - $149,999",High school degree,West North Central,83622,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$50,000 - $99,999",High school degree,East North Central,337357,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Female,18-29,"$150,000+",Bachelor degree,South Atlantic,331878,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$100,000 - $149,999",Less than high school degree,Mountain,54017,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Female,30-44,"$25,000 - $49,999",Some college or Associate degree,Middle Atlantic,132423,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$25,000 - $49,999",High school degree,Pacific,118728,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Male,30-44,"$150,000+",Bachelor degree,Pacific,849283,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,18-29,"$50,000 - $99,999",Some college or Associate degree,East South Central,155429,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$50,000 - $99,999",Some college or Associate degree,East South Central,189886,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,18-29,"$50,000 - $99,999",Some college or Associate degree,South Atlantic,495298,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$150,000+",Bachelor degree,New England,214393,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic,258824,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,18-29,"$50,000 - $99,999",Bachelor degree,East North Central,187901,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$150,000+",Bachelor degree,Mountain,302363,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,> 60,"$100,000 - $149,999",High school degree,West South Central,143955,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Male,30-44,"$150,000+",Graduate degree,New England,185477,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Not much,Very important
Male,> 60,"$0 - $24,999",High school degree,South Atlantic,300677,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$150,000+",Graduate degree,West South Central,363464,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$150,000+",Graduate degree,East North Central,410178,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$100,000 - $149,999",High school degree,South Atlantic,253482,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,18-29,"$150,000+",Some college or Associate degree,South Atlantic,386783,"It's important for a person to be honest, kind, and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Female,18-29,"$25,000 - $49,999",High school degree,Pacific,136536,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,> 60,"$50,000 - $99,999",Graduate degree,New England,72167,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$25,000 - $49,999",High school degree,Middle Atlantic,149848,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Somewhat important
Male,30-44,"$50,000 - $99,999",Some college or Associate degree,Mountain,262303,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$25,000 - $49,999",Less than high school degree,South Atlantic,144988,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Somewhat important
Male,> 60,"$100,000 - $149,999",Some college or Associate degree,Mountain,154204,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$50,000 - $99,999",Some college or Associate degree,East North Central,440624,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,> 60,"$50,000 - $99,999",Graduate degree,East South Central,62849,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,18-29,"$150,000+",High school degree,South Atlantic,274163,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Female,45-60,"$150,000+",Bachelor degree,Middle Atlantic,511025,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$25,000 - $49,999",Some college or Associate degree,East South Central,118153,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$50,000 - $99,999",High school degree,South Atlantic,493533,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Male,18-29,"$150,000+",Bachelor degree,Middle Atlantic,341833,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,> 60,"$100,000 - $149,999",High school degree,East North Central,241079,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$50,000 - $99,999",Some college or Associate degree,Pacific,419191,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,18-29,"$25,000 - $49,999",Some college or Associate degree,Pacific,145466,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic,216230,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$100,000 - $149,999",High school degree,New England,81052,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,18-29,"$25,000 - $49,999",Less than high school degree,East South Central,29390,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,> 60,"$100,000 - $149,999",Some college or Associate degree,Pacific,286053,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$150,000+",Bachelor degree,Pacific,665752,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$25,000 - $49,999",Some college or Associate degree,East North Central,227570,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Somewhat important
Female,30-44,"$150,000+",Bachelor degree,East North Central,481382,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$150,000+",Bachelor degree,Middle Atlantic,518568,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$50,000 - $99,999",High school degree,Pacific,262328,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,> 60,"$100,000 - $149,999",High school degree,Pacific,185733,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$0 - $24,999",Graduate degree,West South Central,11369,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$150,000+",Some college or Associate degree,South Atlantic,530341,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,18-29,"$25,000 - $49,999",High school degree,Pacific,160827,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Somewhat important
Male,18-29,"$150,000+",High school degree,South Atlantic,413899,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$50,000 - $99,999",Some college or Associate degree,South Atlantic,651460,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,> 60,"$50,000 - $99,999",Some college or Associate degree,Mountain,296262,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$150,000+",High school degree,Middle Atlantic,239399,"It's important for a person to be honest, kind, and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,> 60,"$25,000 - $49,999",High school degree,South Atlantic,453352,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Male,> 60,"$25,000 - $49,999",Bachelor degree,New England,33891,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$150,000+",Graduate degree,Middle Atlantic,454969,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Not much,Very important
Male,45-60,"$150,000+",Some college or Associate degree,South Atlantic,530341,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$50,000 - $99,999",High school degree,East North Central,459748,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,18-29,"$150,000+",Some college or Associate degree,Middle Atlantic,273068,"It's important for a person to be honest, kind, and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$150,000+",High school degree,South Atlantic,281680,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$0 - $24,999",Less than high school degree,East South Central,50423,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Female,> 60,"$150,000+",Some college or Associate degree,Middle Atlantic,233085,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$150,000+",Some college or Associate degree,West North Central,192108,"It's important for a person to be honest, kind, and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$100,000 - $149,999",Graduate degree,Middle Atlantic,138741,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$50,000 - $99,999",Some college or Associate degree,East North Central,337458,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$25,000 - $49,999",High school degree,Middle Atlantic,149848,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$150,000+",High school degree,Middle Atlantic,283123,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,18-29,"$50,000 - $99,999",High school degree,East North Central,320796,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,> 60,"$0 - $24,999",Less than high school degree,East North Central,118048,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Male,> 60,"$0 - $24,999",Some college or Associate degree,Pacific,154458,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$100,000 - $149,999",Less than high school degree,Middle Atlantic,73578,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Male,18-29,"$150,000+",Graduate degree,South Atlantic,67028,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$0 - $24,999",Graduate degree,South Atlantic,18980,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$25,000 - $49,999",Bachelor degree,South Atlantic,135471,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,> 60,"$100,000 - $149,999",Graduate degree,New England,69772,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Not much,Very important
Female,30-44,"$50,000 - $99,999",Less than high school degree,West South Central,131837,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Somewhat important
Male,30-44,"$150,000+",Bachelor degree,South Atlantic,708844,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,> 60,"$50,000 - $99,999",High school degree,East North Central,642897,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$150,000+",Some college or Associate degree,Pacific,548331,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$150,000+",Graduate degree,East South Central,137778,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Some,Very important
Male,18-29,"$0 - $24,999",Some college or Associate degree,South Atlantic,110348,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Somewhat important
Female,45-60,"$150,000+",Graduate degree,East North Central,410178,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Not much,Very important
Female,> 60,"$100,000 - $149,999",Some college or Associate degree,Pacific,321107,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$50,000 - $99,999",Bachelor degree,Middle Atlantic,162981,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,> 60,"$150,000+",High school degree,Pacific,222139,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Male,45-60,"$150,000+",Some college or Associate degree,Pacific,548331,"It's important for a person to be honest, kind, and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$150,000+",Graduate degree,East North Central,445827,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,18-29,"$150,000+",Some college or Associate degree,East South Central,87188,"It's important for a person to be honest, kind, and loyal.",Yes,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$150,000+",Some college or Associate degree,Pacific,405071,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,30-44,"$100,000 - $149,999",Bachelor degree,Pacific,296419,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,30-44,"$150,000+",Graduate degree,South Atlantic,743733,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",Yes,Not much,Very important
Female,18-29,"$100,000 - $149,999",High school degree,South Atlantic,273839,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,18-29,"$25,000 - $49,999",High school degree,West South Central,198833,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,18-29,"$150,000+",Less than high school degree,Pacific,111480,"It's important for a person to be honest, kind, and loyal.",No,Not at all,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Somewhat important
Female,18-29,"$150,000+",Bachelor degree,East South Central,51095,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,18-29,"$25,000 - $49,999",Some college or Associate degree,East South Central,62234,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$150,000+",Some college or Associate degree,Mountain,230141,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$100,000 - $149,999",Some college or Associate degree,South Atlantic,436758,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,45-60,"$150,000+",Bachelor degree,Middle Atlantic,511025,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$100,000 - $149,999",Some college or Associate degree,Pacific,321107,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$150,000+",High school degree,Middle Atlantic,283123,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,> 60,"$150,000+",High school degree,New England,80151,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,18-29,"$50,000 - $99,999",High school degree,West South Central,460291,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Very important
Female,30-44,"$150,000+",Bachelor degree,South Atlantic,745581,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,45-60,"$50,000 - $99,999",High school degree,West South Central,346722,"It's important for a person to be honest, kind, and loyal.",No,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Male,18-29,"$150,000+",Some college or Associate degree,New England,109706,"It's important for a person to be honest, kind, and loyal.",Yes,Some,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not much,Very important
Female,18-29,"$100,000 - $149,999",Less than high school degree,New England,10649,"It's important for a person to be honest, kind, and loyal.",No,Not much,"Some experts say it's important to drink milk, but the data is inconclusive.",No,Not at all,Somewhat important
